"type","id","n","n_predictors","n_controls","filename"
"outlier","0006568",9735,3,4,"data/png/outlier_0006568.png"
"outlier","0006569",5949,2,2,"data/png/outlier_0006569.png"
"outlier","0006570",2005,2,4,"data/png/outlier_0006570.png"
"outlier","0006571",3995,3,3,"data/png/outlier_0006571.png"
"outlier","0006572",6554,3,3,"data/png/outlier_0006572.png"
"outlier","0006573",4041,4,3,"data/png/outlier_0006573.png"
"outlier","0006574",4319,4,3,"data/png/outlier_0006574.png"
"outlier","0006575",5648,3,4,"data/png/outlier_0006575.png"
"outlier","0006576",6548,3,4,"data/png/outlier_0006576.png"
"outlier","0006577",1115,4,4,"data/png/outlier_0006577.png"
"outlier","0006578",1814,2,2,"data/png/outlier_0006578.png"
"outlier","0006579",3467,3,4,"data/png/outlier_0006579.png"
"outlier","0006580",462,4,2,"data/png/outlier_0006580.png"
"outlier","0006581",9443,4,4,"data/png/outlier_0006581.png"
"outlier","0006582",1982,4,2,"data/png/outlier_0006582.png"
"outlier","0006583",6673,4,2,"data/png/outlier_0006583.png"
"outlier","0006584",4296,3,4,"data/png/outlier_0006584.png"
"outlier","0006585",5357,4,4,"data/png/outlier_0006585.png"
"outlier","0006586",4302,3,4,"data/png/outlier_0006586.png"
"outlier","0006587",3071,4,3,"data/png/outlier_0006587.png"
"outlier","0006588",4308,4,2,"data/png/outlier_0006588.png"
"outlier","0006589",2042,3,4,"data/png/outlier_0006589.png"
"outlier","0006590",4168,4,3,"data/png/outlier_0006590.png"
"outlier","0006591",5136,2,4,"data/png/outlier_0006591.png"
"outlier","0006592",8316,2,2,"data/png/outlier_0006592.png"
"outlier","0006593",7632,2,3,"data/png/outlier_0006593.png"
"outlier","0006594",523,2,4,"data/png/outlier_0006594.png"
"outlier","0006595",5528,2,2,"data/png/outlier_0006595.png"
"outlier","0006596",4796,2,3,"data/png/outlier_0006596.png"
"outlier","0006597",6462,2,2,"data/png/outlier_0006597.png"
"outlier","0006598",1099,2,2,"data/png/outlier_0006598.png"
"outlier","0006599",4194,2,4,"data/png/outlier_0006599.png"
"outlier","0006600",1874,4,4,"data/png/outlier_0006600.png"
"outlier","0006601",1505,2,4,"data/png/outlier_0006601.png"
"outlier","0006602",3217,2,3,"data/png/outlier_0006602.png"
"outlier","0006603",1242,3,2,"data/png/outlier_0006603.png"
"outlier","0006604",9835,2,3,"data/png/outlier_0006604.png"
"outlier","0006605",293,3,2,"data/png/outlier_0006605.png"
"outlier","0006606",8052,3,4,"data/png/outlier_0006606.png"
"outlier","0006607",6812,4,2,"data/png/outlier_0006607.png"
"outlier","0006608",4867,2,2,"data/png/outlier_0006608.png"
"outlier","0006609",2863,2,4,"data/png/outlier_0006609.png"
"outlier","0006610",4059,2,4,"data/png/outlier_0006610.png"
"outlier","0006611",377,3,3,"data/png/outlier_0006611.png"
"outlier","0006612",4905,4,2,"data/png/outlier_0006612.png"
"outlier","0006613",2522,2,2,"data/png/outlier_0006613.png"
"outlier","0006614",1228,2,2,"data/png/outlier_0006614.png"
"outlier","0006615",8844,2,3,"data/png/outlier_0006615.png"
"outlier","0006616",4715,3,3,"data/png/outlier_0006616.png"
"outlier","0006617",6235,4,3,"data/png/outlier_0006617.png"
"outlier","0006618",5907,3,2,"data/png/outlier_0006618.png"
"outlier","0006619",3641,2,4,"data/png/outlier_0006619.png"
"outlier","0006620",8953,3,2,"data/png/outlier_0006620.png"
"outlier","0006621",160,4,2,"data/png/outlier_0006621.png"
"outlier","0006622",7070,4,2,"data/png/outlier_0006622.png"
"outlier","0006623",7175,4,4,"data/png/outlier_0006623.png"
"outlier","0006624",2205,2,4,"data/png/outlier_0006624.png"
"outlier","0006625",354,2,3,"data/png/outlier_0006625.png"
"outlier","0006626",5961,3,3,"data/png/outlier_0006626.png"
"outlier","0006627",870,4,3,"data/png/outlier_0006627.png"
"outlier","0006628",9837,2,2,"data/png/outlier_0006628.png"
"outlier","0006629",8798,4,4,"data/png/outlier_0006629.png"
"outlier","0006630",8309,3,2,"data/png/outlier_0006630.png"
"outlier","0006631",3474,2,2,"data/png/outlier_0006631.png"
"outlier","0006632",7915,2,3,"data/png/outlier_0006632.png"
"outlier","0006633",143,4,4,"data/png/outlier_0006633.png"
"outlier","0006634",2034,2,3,"data/png/outlier_0006634.png"
"outlier","0006635",6129,4,4,"data/png/outlier_0006635.png"
"outlier","0006636",4056,4,4,"data/png/outlier_0006636.png"
"outlier","0006637",3095,4,3,"data/png/outlier_0006637.png"
"outlier","0006638",9057,4,4,"data/png/outlier_0006638.png"
"outlier","0006639",9514,4,2,"data/png/outlier_0006639.png"
"outlier","0006640",4230,4,2,"data/png/outlier_0006640.png"
"outlier","0006641",4406,4,4,"data/png/outlier_0006641.png"
"outlier","0006642",8846,3,4,"data/png/outlier_0006642.png"
"outlier","0006643",1068,3,4,"data/png/outlier_0006643.png"
"outlier","0006644",2217,3,2,"data/png/outlier_0006644.png"
"outlier","0006645",3341,4,2,"data/png/outlier_0006645.png"
"outlier","0006646",1684,2,2,"data/png/outlier_0006646.png"
"outlier","0006647",3582,2,2,"data/png/outlier_0006647.png"
"outlier","0006648",3469,4,3,"data/png/outlier_0006648.png"
"outlier","0006649",1427,3,4,"data/png/outlier_0006649.png"
"outlier","0006650",8257,2,4,"data/png/outlier_0006650.png"
"outlier","0006651",4949,4,3,"data/png/outlier_0006651.png"
"outlier","0006652",8056,2,3,"data/png/outlier_0006652.png"
"outlier","0006653",2473,3,3,"data/png/outlier_0006653.png"
"outlier","0006654",3782,2,2,"data/png/outlier_0006654.png"
"outlier","0006655",2695,2,4,"data/png/outlier_0006655.png"
"outlier","0006656",8756,2,3,"data/png/outlier_0006656.png"
"outlier","0006657",219,2,3,"data/png/outlier_0006657.png"
"outlier","0006658",4230,3,2,"data/png/outlier_0006658.png"
"outlier","0006659",3331,3,3,"data/png/outlier_0006659.png"
"outlier","0006660",7480,4,3,"data/png/outlier_0006660.png"
"outlier","0006661",8750,2,3,"data/png/outlier_0006661.png"
"outlier","0006662",1520,3,3,"data/png/outlier_0006662.png"
"outlier","0006663",190,2,4,"data/png/outlier_0006663.png"
"outlier","0006664",3896,2,3,"data/png/outlier_0006664.png"
"outlier","0006665",3940,2,4,"data/png/outlier_0006665.png"
"outlier","0006666",616,4,3,"data/png/outlier_0006666.png"
"outlier","0006667",8104,2,3,"data/png/outlier_0006667.png"
"outlier","0006668",8055,4,3,"data/png/outlier_0006668.png"
"outlier","0006669",422,4,2,"data/png/outlier_0006669.png"
"outlier","0006670",3591,2,2,"data/png/outlier_0006670.png"
"outlier","0006671",3084,3,4,"data/png/outlier_0006671.png"
"outlier","0006672",547,3,4,"data/png/outlier_0006672.png"
"outlier","0006673",2069,2,3,"data/png/outlier_0006673.png"
"outlier","0006674",9547,3,3,"data/png/outlier_0006674.png"
"outlier","0006675",9182,3,2,"data/png/outlier_0006675.png"
"outlier","0006676",2498,4,3,"data/png/outlier_0006676.png"
"outlier","0006677",9416,4,4,"data/png/outlier_0006677.png"
"outlier","0006678",5642,3,4,"data/png/outlier_0006678.png"
"outlier","0006679",7468,4,3,"data/png/outlier_0006679.png"
"outlier","0006680",5967,3,3,"data/png/outlier_0006680.png"
"outlier","0006681",4162,2,2,"data/png/outlier_0006681.png"
"outlier","0006682",2350,4,3,"data/png/outlier_0006682.png"
"outlier","0006683",6029,3,4,"data/png/outlier_0006683.png"
"outlier","0006684",5612,4,3,"data/png/outlier_0006684.png"
"outlier","0006685",5813,2,4,"data/png/outlier_0006685.png"
"outlier","0006686",8421,2,3,"data/png/outlier_0006686.png"
"outlier","0006687",8036,4,3,"data/png/outlier_0006687.png"
"outlier","0006688",3587,2,4,"data/png/outlier_0006688.png"
"outlier","0006689",7371,4,2,"data/png/outlier_0006689.png"
"outlier","0006690",6430,3,2,"data/png/outlier_0006690.png"
"outlier","0006691",6706,2,3,"data/png/outlier_0006691.png"
"outlier","0006692",7118,4,4,"data/png/outlier_0006692.png"
"outlier","0006693",2657,2,4,"data/png/outlier_0006693.png"
"outlier","0006694",1072,3,4,"data/png/outlier_0006694.png"
"outlier","0006695",3594,4,4,"data/png/outlier_0006695.png"
"outlier","0006696",8960,3,3,"data/png/outlier_0006696.png"
"outlier","0006697",7002,3,4,"data/png/outlier_0006697.png"
"outlier","0006698",7120,2,4,"data/png/outlier_0006698.png"
"outlier","0006699",1531,2,3,"data/png/outlier_0006699.png"
"outlier","0006700",4492,4,3,"data/png/outlier_0006700.png"
"outlier","0006701",3008,2,3,"data/png/outlier_0006701.png"
"outlier","0006702",3234,2,2,"data/png/outlier_0006702.png"
"outlier","0006703",6061,4,3,"data/png/outlier_0006703.png"
"outlier","0006704",7307,2,3,"data/png/outlier_0006704.png"
"outlier","0006705",2759,3,2,"data/png/outlier_0006705.png"
"outlier","0006706",7126,4,3,"data/png/outlier_0006706.png"
"outlier","0006707",6520,4,4,"data/png/outlier_0006707.png"
"outlier","0006708",6853,3,2,"data/png/outlier_0006708.png"
"outlier","0006709",9575,3,3,"data/png/outlier_0006709.png"
"outlier","0006710",6342,3,4,"data/png/outlier_0006710.png"
"outlier","0006711",9583,2,2,"data/png/outlier_0006711.png"
"outlier","0006712",7787,3,4,"data/png/outlier_0006712.png"
"outlier","0006713",2465,2,3,"data/png/outlier_0006713.png"
"outlier","0006714",3431,4,4,"data/png/outlier_0006714.png"
"outlier","0006715",5181,4,3,"data/png/outlier_0006715.png"
"outlier","0006716",8010,2,2,"data/png/outlier_0006716.png"
"outlier","0006717",560,2,2,"data/png/outlier_0006717.png"
"outlier","0006718",1872,4,3,"data/png/outlier_0006718.png"
"outlier","0006719",6954,4,2,"data/png/outlier_0006719.png"
"outlier","0006720",9315,2,2,"data/png/outlier_0006720.png"
"outlier","0006721",279,4,4,"data/png/outlier_0006721.png"
"outlier","0006722",509,2,2,"data/png/outlier_0006722.png"
"outlier","0006723",6375,3,4,"data/png/outlier_0006723.png"
"outlier","0006724",4244,2,3,"data/png/outlier_0006724.png"
"outlier","0006725",7375,2,4,"data/png/outlier_0006725.png"
"outlier","0006726",462,2,4,"data/png/outlier_0006726.png"
"outlier","0006727",625,4,3,"data/png/outlier_0006727.png"
"outlier","0006728",9987,4,2,"data/png/outlier_0006728.png"
"outlier","0006729",2422,2,4,"data/png/outlier_0006729.png"
"outlier","0006730",9471,4,2,"data/png/outlier_0006730.png"
"outlier","0006731",9377,3,2,"data/png/outlier_0006731.png"
"outlier","0006732",5298,2,2,"data/png/outlier_0006732.png"
"outlier","0006733",317,3,2,"data/png/outlier_0006733.png"
"outlier","0006734",9653,3,4,"data/png/outlier_0006734.png"
"outlier","0006735",2544,4,3,"data/png/outlier_0006735.png"
"outlier","0006736",560,4,4,"data/png/outlier_0006736.png"
"outlier","0006737",7989,4,2,"data/png/outlier_0006737.png"
"outlier","0006738",8878,2,4,"data/png/outlier_0006738.png"
"outlier","0006739",5323,2,4,"data/png/outlier_0006739.png"
"outlier","0006740",9727,4,3,"data/png/outlier_0006740.png"
"outlier","0006741",6071,2,2,"data/png/outlier_0006741.png"
"outlier","0006742",2116,3,4,"data/png/outlier_0006742.png"
"outlier","0006743",9489,2,2,"data/png/outlier_0006743.png"
"outlier","0006744",2736,4,4,"data/png/outlier_0006744.png"
"outlier","0006745",1752,2,2,"data/png/outlier_0006745.png"
"outlier","0006746",7549,4,4,"data/png/outlier_0006746.png"
"outlier","0006747",3665,2,2,"data/png/outlier_0006747.png"
"outlier","0006748",4935,4,2,"data/png/outlier_0006748.png"
"outlier","0006749",788,2,4,"data/png/outlier_0006749.png"
"outlier","0006750",2530,3,3,"data/png/outlier_0006750.png"
"outlier","0006751",8401,2,4,"data/png/outlier_0006751.png"
"outlier","0006752",5177,4,3,"data/png/outlier_0006752.png"
"outlier","0006753",5340,4,2,"data/png/outlier_0006753.png"
"outlier","0006754",3283,2,3,"data/png/outlier_0006754.png"
"outlier","0006755",4646,2,4,"data/png/outlier_0006755.png"
"outlier","0006756",113,3,3,"data/png/outlier_0006756.png"
"outlier","0006757",2460,4,4,"data/png/outlier_0006757.png"
"outlier","0006758",2628,3,2,"data/png/outlier_0006758.png"
"outlier","0006759",851,3,3,"data/png/outlier_0006759.png"
"outlier","0006760",3284,3,2,"data/png/outlier_0006760.png"
"outlier","0006761",1774,4,3,"data/png/outlier_0006761.png"
"outlier","0006762",6609,2,4,"data/png/outlier_0006762.png"
"outlier","0006763",9417,4,3,"data/png/outlier_0006763.png"
"outlier","0006764",6818,3,4,"data/png/outlier_0006764.png"
"outlier","0006765",6975,4,4,"data/png/outlier_0006765.png"
"outlier","0006766",3353,2,2,"data/png/outlier_0006766.png"
"outlier","0006767",5183,2,2,"data/png/outlier_0006767.png"
"outlier","0006768",4368,2,2,"data/png/outlier_0006768.png"
"outlier","0006769",1447,3,3,"data/png/outlier_0006769.png"
"outlier","0006770",9662,3,4,"data/png/outlier_0006770.png"
"outlier","0006771",4021,3,4,"data/png/outlier_0006771.png"
"outlier","0006772",5717,3,2,"data/png/outlier_0006772.png"
"outlier","0006773",8176,2,2,"data/png/outlier_0006773.png"
"outlier","0006774",5641,4,3,"data/png/outlier_0006774.png"
"outlier","0006775",8024,4,4,"data/png/outlier_0006775.png"
"outlier","0006776",9391,2,3,"data/png/outlier_0006776.png"
"outlier","0006777",5551,2,4,"data/png/outlier_0006777.png"
"outlier","0006778",9799,4,3,"data/png/outlier_0006778.png"
"outlier","0006779",9664,2,4,"data/png/outlier_0006779.png"
"outlier","0006780",3669,3,2,"data/png/outlier_0006780.png"
"outlier","0006781",441,3,3,"data/png/outlier_0006781.png"
"outlier","0006782",4712,4,4,"data/png/outlier_0006782.png"
"outlier","0006783",7316,4,2,"data/png/outlier_0006783.png"
"outlier","0006784",341,4,2,"data/png/outlier_0006784.png"
"outlier","0006785",4026,2,3,"data/png/outlier_0006785.png"
"outlier","0006786",9830,2,4,"data/png/outlier_0006786.png"
"outlier","0006787",3124,2,3,"data/png/outlier_0006787.png"
"outlier","0006788",3665,4,4,"data/png/outlier_0006788.png"
"outlier","0006789",8782,2,4,"data/png/outlier_0006789.png"
"outlier","0006790",834,3,2,"data/png/outlier_0006790.png"
"outlier","0006791",5354,4,4,"data/png/outlier_0006791.png"
"outlier","0006792",5792,2,3,"data/png/outlier_0006792.png"
"outlier","0006793",8805,4,2,"data/png/outlier_0006793.png"
"outlier","0006794",8377,3,3,"data/png/outlier_0006794.png"
"outlier","0006795",9900,3,3,"data/png/outlier_0006795.png"
"outlier","0006796",3631,2,3,"data/png/outlier_0006796.png"
"outlier","0006797",1417,3,3,"data/png/outlier_0006797.png"
"outlier","0006798",1736,3,3,"data/png/outlier_0006798.png"
"outlier","0006799",8701,2,2,"data/png/outlier_0006799.png"
"outlier","0006800",5019,4,2,"data/png/outlier_0006800.png"
"outlier","0006801",8725,3,3,"data/png/outlier_0006801.png"
"outlier","0006802",3461,3,2,"data/png/outlier_0006802.png"
"outlier","0006803",3040,3,4,"data/png/outlier_0006803.png"
"outlier","0006804",7054,2,4,"data/png/outlier_0006804.png"
"outlier","0006805",3810,4,2,"data/png/outlier_0006805.png"
"outlier","0006806",7600,3,4,"data/png/outlier_0006806.png"
"outlier","0006807",4626,2,2,"data/png/outlier_0006807.png"
"outlier","0006808",7033,3,3,"data/png/outlier_0006808.png"
"outlier","0006809",4173,3,2,"data/png/outlier_0006809.png"
"outlier","0006810",2662,2,2,"data/png/outlier_0006810.png"
"outlier","0006811",421,4,2,"data/png/outlier_0006811.png"
"outlier","0006812",4221,4,2,"data/png/outlier_0006812.png"
"outlier","0006813",2373,2,2,"data/png/outlier_0006813.png"
"outlier","0006814",9134,3,2,"data/png/outlier_0006814.png"
"outlier","0006815",9984,3,4,"data/png/outlier_0006815.png"
"outlier","0006816",3580,2,3,"data/png/outlier_0006816.png"
"outlier","0006817",1711,2,4,"data/png/outlier_0006817.png"
"outlier","0006818",9617,3,4,"data/png/outlier_0006818.png"
"outlier","0006819",9443,4,4,"data/png/outlier_0006819.png"
"outlier","0006820",9759,2,2,"data/png/outlier_0006820.png"
"outlier","0006821",1923,2,2,"data/png/outlier_0006821.png"
"outlier","0006822",887,3,2,"data/png/outlier_0006822.png"
"outlier","0006823",1592,2,4,"data/png/outlier_0006823.png"
"outlier","0006824",3500,3,4,"data/png/outlier_0006824.png"
"outlier","0006825",8518,4,3,"data/png/outlier_0006825.png"
"outlier","0006826",6879,4,2,"data/png/outlier_0006826.png"
"outlier","0006827",6084,3,3,"data/png/outlier_0006827.png"
"outlier","0006828",9300,4,2,"data/png/outlier_0006828.png"
"outlier","0006829",2750,4,4,"data/png/outlier_0006829.png"
"outlier","0006830",2619,2,2,"data/png/outlier_0006830.png"
"outlier","0006831",9579,3,3,"data/png/outlier_0006831.png"
"outlier","0006832",2472,4,2,"data/png/outlier_0006832.png"
"outlier","0006833",6496,4,4,"data/png/outlier_0006833.png"
"outlier","0006834",9003,4,2,"data/png/outlier_0006834.png"
"outlier","0006835",8237,2,3,"data/png/outlier_0006835.png"
"outlier","0006836",3847,2,2,"data/png/outlier_0006836.png"
"outlier","0006837",5146,3,3,"data/png/outlier_0006837.png"
"outlier","0006838",3722,4,4,"data/png/outlier_0006838.png"
"outlier","0006839",6933,3,4,"data/png/outlier_0006839.png"
"outlier","0006840",4124,2,4,"data/png/outlier_0006840.png"
"outlier","0006841",2618,3,4,"data/png/outlier_0006841.png"
"outlier","0006842",9335,3,4,"data/png/outlier_0006842.png"
"outlier","0006843",7172,2,2,"data/png/outlier_0006843.png"
"outlier","0006844",5395,4,2,"data/png/outlier_0006844.png"
"outlier","0006845",7998,4,3,"data/png/outlier_0006845.png"
"outlier","0006846",6927,4,4,"data/png/outlier_0006846.png"
"outlier","0006847",7274,2,2,"data/png/outlier_0006847.png"
"outlier","0006848",870,3,4,"data/png/outlier_0006848.png"
"outlier","0006849",3329,2,4,"data/png/outlier_0006849.png"
"outlier","0006850",7490,2,2,"data/png/outlier_0006850.png"
"outlier","0006851",7974,3,3,"data/png/outlier_0006851.png"
"outlier","0006852",8516,4,4,"data/png/outlier_0006852.png"
"outlier","0006853",2816,3,3,"data/png/outlier_0006853.png"
"outlier","0006854",384,2,2,"data/png/outlier_0006854.png"
"outlier","0006855",1194,4,3,"data/png/outlier_0006855.png"
"outlier","0006856",2023,3,3,"data/png/outlier_0006856.png"
"outlier","0006857",7003,4,2,"data/png/outlier_0006857.png"
"outlier","0006858",1193,3,4,"data/png/outlier_0006858.png"
"outlier","0006859",4846,2,3,"data/png/outlier_0006859.png"
"outlier","0006860",3446,4,4,"data/png/outlier_0006860.png"
"outlier","0006861",3000,4,3,"data/png/outlier_0006861.png"
"outlier","0006862",9270,2,4,"data/png/outlier_0006862.png"
"outlier","0006863",9108,3,3,"data/png/outlier_0006863.png"
"outlier","0006864",1609,3,2,"data/png/outlier_0006864.png"
"outlier","0006865",628,2,4,"data/png/outlier_0006865.png"
"outlier","0006866",5917,2,2,"data/png/outlier_0006866.png"
"outlier","0006867",6076,2,4,"data/png/outlier_0006867.png"
"outlier","0006868",4833,3,3,"data/png/outlier_0006868.png"
"outlier","0006869",9327,4,4,"data/png/outlier_0006869.png"
"outlier","0006870",1707,4,2,"data/png/outlier_0006870.png"
"outlier","0006871",613,2,4,"data/png/outlier_0006871.png"
"outlier","0006872",9002,3,3,"data/png/outlier_0006872.png"
"outlier","0006873",5625,4,4,"data/png/outlier_0006873.png"
"outlier","0006874",4478,4,3,"data/png/outlier_0006874.png"
"outlier","0006875",1011,4,2,"data/png/outlier_0006875.png"
"outlier","0006876",6188,3,4,"data/png/outlier_0006876.png"
"outlier","0006877",5341,4,2,"data/png/outlier_0006877.png"
"outlier","0006878",5040,2,3,"data/png/outlier_0006878.png"
"outlier","0006879",3035,2,4,"data/png/outlier_0006879.png"
"outlier","0006880",2122,4,3,"data/png/outlier_0006880.png"
"outlier","0006881",2982,3,3,"data/png/outlier_0006881.png"
"outlier","0006882",4352,2,2,"data/png/outlier_0006882.png"
"outlier","0006883",2821,3,2,"data/png/outlier_0006883.png"
"outlier","0006884",2623,3,2,"data/png/outlier_0006884.png"
"outlier","0006885",9687,2,3,"data/png/outlier_0006885.png"
"outlier","0006886",9488,4,3,"data/png/outlier_0006886.png"
"outlier","0006887",3228,3,4,"data/png/outlier_0006887.png"
"outlier","0006888",1781,4,2,"data/png/outlier_0006888.png"
"outlier","0006889",5329,3,3,"data/png/outlier_0006889.png"
"outlier","0006890",2163,3,3,"data/png/outlier_0006890.png"
"outlier","0006891",6252,2,3,"data/png/outlier_0006891.png"
"outlier","0006892",9321,4,4,"data/png/outlier_0006892.png"
"outlier","0006893",6100,3,4,"data/png/outlier_0006893.png"
"outlier","0006894",3851,4,3,"data/png/outlier_0006894.png"
"outlier","0006895",2345,2,3,"data/png/outlier_0006895.png"
"outlier","0006896",5731,3,3,"data/png/outlier_0006896.png"
"outlier","0006897",8067,2,2,"data/png/outlier_0006897.png"
"outlier","0006898",3211,4,4,"data/png/outlier_0006898.png"
"outlier","0006899",6156,2,3,"data/png/outlier_0006899.png"
"outlier","0006900",7680,4,4,"data/png/outlier_0006900.png"
"outlier","0006901",1641,3,3,"data/png/outlier_0006901.png"
"outlier","0006902",1300,3,4,"data/png/outlier_0006902.png"
"outlier","0006903",7787,3,3,"data/png/outlier_0006903.png"
"outlier","0006904",4490,3,4,"data/png/outlier_0006904.png"
"outlier","0006905",3226,4,3,"data/png/outlier_0006905.png"
"outlier","0006906",1012,3,4,"data/png/outlier_0006906.png"
"outlier","0006907",7956,4,2,"data/png/outlier_0006907.png"
"outlier","0006908",7724,4,2,"data/png/outlier_0006908.png"
"outlier","0006909",4706,3,4,"data/png/outlier_0006909.png"
"outlier","0006910",9082,4,3,"data/png/outlier_0006910.png"
"outlier","0006911",9175,3,3,"data/png/outlier_0006911.png"
"outlier","0006912",8041,2,2,"data/png/outlier_0006912.png"
"outlier","0006913",1613,3,3,"data/png/outlier_0006913.png"
"outlier","0006914",7115,2,3,"data/png/outlier_0006914.png"
"outlier","0006915",7674,4,3,"data/png/outlier_0006915.png"
"outlier","0006916",8911,3,2,"data/png/outlier_0006916.png"
"outlier","0006917",9375,4,4,"data/png/outlier_0006917.png"
"outlier","0006918",3029,3,2,"data/png/outlier_0006918.png"
"outlier","0006919",348,3,4,"data/png/outlier_0006919.png"
"outlier","0006920",1931,3,2,"data/png/outlier_0006920.png"
"outlier","0006921",1477,4,4,"data/png/outlier_0006921.png"
"outlier","0006922",5281,3,4,"data/png/outlier_0006922.png"
"outlier","0006923",8707,3,2,"data/png/outlier_0006923.png"
"outlier","0006924",152,4,3,"data/png/outlier_0006924.png"
"outlier","0006925",2749,3,2,"data/png/outlier_0006925.png"
"outlier","0006926",9716,3,2,"data/png/outlier_0006926.png"
"outlier","0006927",6732,2,3,"data/png/outlier_0006927.png"
"outlier","0006928",5915,3,4,"data/png/outlier_0006928.png"
"outlier","0006929",8608,2,3,"data/png/outlier_0006929.png"
"outlier","0006930",9450,4,3,"data/png/outlier_0006930.png"
"outlier","0006931",3760,3,4,"data/png/outlier_0006931.png"
"outlier","0006932",4930,3,4,"data/png/outlier_0006932.png"
"outlier","0006933",8051,4,2,"data/png/outlier_0006933.png"
"outlier","0006934",6854,4,3,"data/png/outlier_0006934.png"
"outlier","0006935",1521,3,3,"data/png/outlier_0006935.png"
"outlier","0006936",4069,2,4,"data/png/outlier_0006936.png"
"outlier","0006937",5183,2,3,"data/png/outlier_0006937.png"
"outlier","0006938",870,2,2,"data/png/outlier_0006938.png"
"outlier","0006939",2628,3,2,"data/png/outlier_0006939.png"
"outlier","0006940",4361,2,2,"data/png/outlier_0006940.png"
"outlier","0006941",4280,4,3,"data/png/outlier_0006941.png"
"outlier","0006942",2005,2,2,"data/png/outlier_0006942.png"
"outlier","0006943",2115,4,2,"data/png/outlier_0006943.png"
"outlier","0006944",7371,2,4,"data/png/outlier_0006944.png"
"outlier","0006945",4286,3,4,"data/png/outlier_0006945.png"
"outlier","0006946",7026,3,3,"data/png/outlier_0006946.png"
"outlier","0006947",2386,2,3,"data/png/outlier_0006947.png"
"outlier","0006948",8761,2,3,"data/png/outlier_0006948.png"
"outlier","0006949",7659,4,4,"data/png/outlier_0006949.png"
"outlier","0006950",5047,2,4,"data/png/outlier_0006950.png"
"outlier","0006951",181,3,2,"data/png/outlier_0006951.png"
"outlier","0006952",6763,4,4,"data/png/outlier_0006952.png"
"outlier","0006953",4950,4,2,"data/png/outlier_0006953.png"
"outlier","0006954",2726,3,2,"data/png/outlier_0006954.png"
"outlier","0006955",5508,3,4,"data/png/outlier_0006955.png"
"outlier","0006956",1112,2,4,"data/png/outlier_0006956.png"
"outlier","0006957",8939,3,4,"data/png/outlier_0006957.png"
"outlier","0006958",482,3,2,"data/png/outlier_0006958.png"
"outlier","0006959",8827,4,3,"data/png/outlier_0006959.png"
"outlier","0006960",6603,3,2,"data/png/outlier_0006960.png"
"outlier","0006961",6473,4,4,"data/png/outlier_0006961.png"
"outlier","0006962",3809,3,3,"data/png/outlier_0006962.png"
"outlier","0006963",4595,2,3,"data/png/outlier_0006963.png"
"outlier","0006964",5713,4,4,"data/png/outlier_0006964.png"
"outlier","0006965",6933,3,4,"data/png/outlier_0006965.png"
"outlier","0006966",2431,4,3,"data/png/outlier_0006966.png"
"outlier","0006967",2381,2,2,"data/png/outlier_0006967.png"
"outlier","0006968",4164,4,3,"data/png/outlier_0006968.png"
"outlier","0006969",7109,4,3,"data/png/outlier_0006969.png"
"outlier","0006970",9107,3,2,"data/png/outlier_0006970.png"
"outlier","0006971",123,3,2,"data/png/outlier_0006971.png"
"outlier","0006972",2906,2,4,"data/png/outlier_0006972.png"
"outlier","0006973",1828,3,2,"data/png/outlier_0006973.png"
"outlier","0006974",9685,3,3,"data/png/outlier_0006974.png"
"outlier","0006975",5277,4,2,"data/png/outlier_0006975.png"
"outlier","0006976",3352,2,4,"data/png/outlier_0006976.png"
"outlier","0006977",1593,4,4,"data/png/outlier_0006977.png"
"outlier","0006978",1257,4,4,"data/png/outlier_0006978.png"
"outlier","0006979",4658,2,4,"data/png/outlier_0006979.png"
"outlier","0006980",4623,4,4,"data/png/outlier_0006980.png"
"outlier","0006981",7255,2,4,"data/png/outlier_0006981.png"
"outlier","0006982",4879,2,4,"data/png/outlier_0006982.png"
"outlier","0006983",2143,2,3,"data/png/outlier_0006983.png"
"outlier","0006984",1489,4,4,"data/png/outlier_0006984.png"
"outlier","0006985",7215,3,2,"data/png/outlier_0006985.png"
"outlier","0006986",7995,3,2,"data/png/outlier_0006986.png"
"outlier","0006987",6787,3,2,"data/png/outlier_0006987.png"
"outlier","0006988",7858,2,4,"data/png/outlier_0006988.png"
"outlier","0006989",2541,4,3,"data/png/outlier_0006989.png"
"outlier","0006990",1232,4,4,"data/png/outlier_0006990.png"
"outlier","0006991",3873,2,2,"data/png/outlier_0006991.png"
"outlier","0006992",4650,3,2,"data/png/outlier_0006992.png"
"outlier","0006993",9579,3,4,"data/png/outlier_0006993.png"
"outlier","0006994",1231,2,4,"data/png/outlier_0006994.png"
"outlier","0006995",3985,3,3,"data/png/outlier_0006995.png"
"outlier","0006996",5986,3,4,"data/png/outlier_0006996.png"
"outlier","0006997",5499,4,4,"data/png/outlier_0006997.png"
"outlier","0006998",4316,4,4,"data/png/outlier_0006998.png"
"outlier","0006999",7284,4,3,"data/png/outlier_0006999.png"
"outlier","0007000",3629,2,3,"data/png/outlier_0007000.png"
"outlier","0007001",665,4,3,"data/png/outlier_0007001.png"
"outlier","0007002",3110,2,3,"data/png/outlier_0007002.png"
"outlier","0007003",6375,4,3,"data/png/outlier_0007003.png"
"outlier","0007004",3339,4,3,"data/png/outlier_0007004.png"
"outlier","0007005",6967,4,3,"data/png/outlier_0007005.png"
